reviewId,userName,review_text,rating,thumbsUpCount,review_date,appVersion
b9d799aa-8629-4b95-8913-6e5591fe0b12,evgeni nisa,"I have been having problems with my booking after around 100 messages and 96 hours passed, the support is continually saying ""Your case was already escalated earlier. I know waiting is a real headache, but please bear with us while we wait on an update from hotel management. We'll send you an email the second we hear back."" this is one of about 100 messages there other ones are about the same bear in mind its been more than 3 days now.",1,0,2026-08-14 08:38:08,14.29.0
8c7f4a27-cd38-424f-af54-d95e1a4e8347,Saeed Shaikh,To Easy And Veary Fast Good App,4,0,2026-08-14 02:44:35,14.28.0
6e4a583d-7a13-49f1-8cf4-54d56774f6e3,Vincentius Kevin,"Really bad service. I ordered flight ticket, my cc was charged but theres no email or my ticket in transaction list. Complained to no avail with those useless AI chatbot and voicemail. Contacted twitter admin and got a phonecall later that night, finally got the email from the customer service. But the booking reference PNR that will be used for check-in is invalid (???????). So I emailed them abt this. Finally they sent another email with the right flight PNR. Bad app and service, avoid",1,0,2026-08-14 00:23:27,14.28.0
5d784556-d898-4a79-af16-bc410607904b,Shaik Asma,bad experience no response show ing one room giveing one room and worst experience no responsibility no tv wash room was not good not working ac not working help center,1,0,2026-08-14 00:20:26,14.28.0
98cf0743-0f4a-4713-bd26-262b4d9dd530,Hidden Man,"The app isn't working, unable to search for any hotels near Madinah where there are thousands of hotels.",1,0,2026-08-13 22:25:57,14.29.0
e33dd043-ec9b-4d15-a669-9f063d37b1f1,Sushil Kumar,don't book by agoda very poor service no customer listening they are cheating customer. my personal experience.,1,0,2026-08-13 21:42:29,
bc26a94c-e046-4e1b-b762-04c4f9b0df22,Aster Ruben,"This app used to be good a few years ago. I'm disappointed how it has turned out to be. The app tricks you with discount coupons as soon as you open it the along with a fake platinum membership. When you start booking a hotel, you get to know it's a trap as hidden charges get added to the total bill and you end up with a bill way higher than you expected. Also the good hotels are very expensive on this app which only caters to the rich people. What's the point of enticing with coupons then?",1,0,2026-08-13 20:21:03,
6cf89223-c10c-4ec3-bf56-4f7de0c5e10d,Wolf-Peter Werner,"despite the horrible UI/UX: We recently booked at agoda, but we did not get the room we booked because Agoda advertised a different room. so we needed to pay extra for the already paid room on the spot. Agoda offers a max 27 euro voucher for a damaged of 480 euro cash. they are not helpful and take no responsibility for their own mistake.",1,0,2026-08-13 19:17:12,14.28.0
b4e508b8-3aeb-4e1c-91f1-307fa24cfcf9,selin isil werner,Very bad customer service and experience. Highly recommend NOT to use their platform.,1,0,2026-08-13 15:08:44,14.28.0
7003daff-b6b6-427b-9d68-eed2b1b05455,Heidi Catlin,best prices hands down,5,0,2026-08-13 10:47:05,14.28.0
1c92945e-87e2-49f0-9576-281d857427c9,Benz Golin,"Booked a trip earlier than what I had planned, so I contacted Agoda's customer service. When I got there I was greeted by the app's AI. I wasn't able to change my booking even though it only required a couple of changes on their part. If I had a human to speak to we could have cleared things fast. This over reliance on AI is a cop-out for companies not to take accountability and is a nuisance for customers.",1,0,2026-08-13 10:30:49,14.28.0
58b9cc75-93c0-4ccb-8536-6e06a02d7358,Brett Nairne,consistently cheaper rates than the other platforms,5,0,2026-08-13 10:24:43,
d885672a-053f-4b3f-bb9d-4f1bc3dec7fb,Nel Ko,"Did you guys remove my review? Well anyway, horrible customer support. Almost impossible to get a refund or help in changing date, keep on throwing responsible or the blame with the flight company. All around horrible experience and not recommended",1,0,2026-08-13 06:05:30,14.28.0
86f9807f-5c51-461d-8bc3-d3e2343af28f,gulraiz khan,worst customer service experience and also misleading customers never ever recommendable app for any bookings.,1,0,2026-08-13 03:13:09,
e36ba0d0-2b8e-4db2-9386-920c5734c238,Sensei Naga,worst customer support ever !!! money deducted but room didn't get book and no refund provided.,1,0,2026-08-13 00:52:14,
1fbc676a-838c-44ed-909a-747f268bec31,wiwik widjaja,"This platform I am extremely disappointed with Agoda's service. A booking error occurred, yet I received no replacement booking code; furthermore, when I requested a return, I was told I wasn't eligible for a refund. I am furious—I tried resolving this via the hotline, incurring call charges of around 1 million, only for it to be a complete waste of time. I was forced to file a complaint via email, yet I received the same response and no resolution. I have suffered a significant financial loss",1,0,2026-08-13 00:28:09,14.27.0
ac61c568-d546-4157-aba5-cbfb82ffb9d9,Dr Vedang Tripathi,"Chaos from Agoda and Moustache Udaipur Luxuria . First I booked 26th to 28th July due to medical emergency, I have to modify the dates. They've kept their terms and conditions in a tiny little fonts so that user can unseen them by agoda and moustache udaipur luxuria. Second Agoda don't play any role in payment, we have to directly pay to hotel and in app its shows to pay in 4-5 days, however; from hotel side they pretend to have huge demand. Avoid this app.",1,0,2026-08-12 23:36:00,14.28.0
838c060f-f395-4462-b2d3-833044cd7476,Wong Yee Chard,"careful to book through Agoda. any security deposit paid to hotel operator is none of Agoda business. in short, they don't care how their operator operate which is unsafe for people who book through Agoda",1,0,2026-08-12 21:48:47,14.28.0
9be4e2ad-5545-4bbb-9164-f098887105a7,Jean,The chat support socks. It lags when you type in the text box if you are conversing with a live agent. You must be getting a cheap and incompetent developer.,1,0,2026-08-12 20:37:54,14.28.0
8c71e816-09db-48cf-873f-060ab8db4cb4,Aymen KRAIEM,"I booked a junior suit with sea view with double bed, the hotel gave me a room without sea view and two single beds (solution was to join both beds) I was trying to contact agoda to speak with someone it's always AI agents and they cannot do anything for you. a very bad experience.",1,0,2026-08-12 20:09:44,14.28.0
ee2a8664-b5c6-4741-a339-e9a933ff61b8,Tiffany Kelly,"No customer service at all, unless a stupid chat bot puts. Will never use again",2,0,2026-08-12 20:03:10,14.28.0
bf687ed8-29c9-4a11-a4fe-12b5b9bb92ee,Annasuhana66 Annasuhana66,Agoda is good,5,0,2026-08-12 19:35:44,14.19.0
8ac32c14-cb4a-480b-bfa5-85fbedfeb6e3,jithu,I cancel my hotel room. But no refund of money. Don't book hotel rooms in agoda booking app,1,0,2026-08-12 19:00:44,14.23.0
16149328-71eb-4289-b502-260996201c05,Patrick M W,Platform booking paling tidak jelas. Toh saya belum melakukan pembayaran tapi gk bisa balik ke menu pembayarannya. Customer service AI yang tidak membantu sama sekali. Semua opsi di aplikasi tidak berfungsi. Aplikasi paling aneh dan paling tidak saya rekomendasikan.,1,0,2026-08-12 17:35:53,
4fde73e2-76f8-4082-bb25-aab41aa79bfa,Rahul Kamboj,"very bad application Even after you provide your guest details, they still upload the guest details according to their own preference",1,0,2026-08-12 14:52:52,14.28.0
c08ccf39-4164-49c1-8ce8-9d3fae178618,Zakaria Amrani jamal,"⚠️ Travel warning: Be careful and read the latest 100–200 reviews before booking. Agoda may offer attractive prices, but based on my experience, their customer service was extremely disappointing. When problems occurred at my destination, getting assistance was difficult, and my final cost was higher than expected. Don’t choose a booking app based only on price. Compare reputable platforms and, when possible, book directly with the hotels. Check reviews, policies, and total prices before paying.",1,0,2026-08-12 14:30:30,
4647d1b1-b710-4fd1-8f52-84dabeb73bc7,Devika Nair,the worst app I have ever used to book anything. would never recommend it,1,0,2026-08-12 12:40:38,14.28.0
3c43fe9d-0f0b-4f0f-9f2f-d1957787efd8,Aman Mishra,Pathetic customer service.. Have been trying to reach out to them since last 7 days.. but no response.. has properties listed in their website which do not even exist in real.,1,0,2026-08-12 09:47:34,14.27.0
9153119c-c0cd-48c3-90a8-fb058cfca594,Anand Rathore,There is no option to add company name and GST.,4,0,2026-08-12 09:16:28,14.28.0
4728f575-bb2b-45e6-943c-68ff9db12d03,Tina Schonhardt,amazing prices and easy to book,5,0,2026-08-12 09:12:00,14.28.0
1bee8161-12c5-40c4-82af-7522e6ac58f9,Poltak Arif,very easy to find best price hotel,5,0,2026-08-12 08:55:37,14.28.0
79241158-6abe-45b6-8a62-f2b32a3e9914,Vinay Tripathi,High prices compared to other applications,1,0,2026-08-12 06:43:44,
e5c1dea1-debb-43cd-949e-c19dcf478651,Rabble Rabble,"Update: Look at price on goggle maps. it's the exact same as when you use the app, the discount is junk fluff. it's utter junk. get the price and then go direct to the business. they'll often guarantee same price and not have to pay 20% to Agoda in fees. do better Agoda your app is junk and I've used it in 30+ countries. Update: Reported a critical defect with Agoda and they expect an obscene amount of information. I'm not doing their job for them. Awful!!",1,1,2026-08-12 05:47:09,
2047a163-4e2a-442c-b7ae-9c65f7ae414d,Sallehuddin Al Ayubi,Bodoh burn duit booking pastu staff hotel ckp takde dalam sistem. Macam sial punya bodoh nak mamposs,1,0,2026-08-12 05:14:43,
93746357-b25c-4ac8-8573-ef2dbd506868,Kelly Parkinson,Please stop the excessive advertising via notifications. You send ads for hotels and trips I have already booked! They never stop! I have to turn off notifications even when I have booked with you then I can miss notifications about my actual bookings😕,1,0,2026-08-12 04:34:26,14.28.0
ec85270d-0370-42d9-91b9-4a1a737e038e,Ketan Panchal,I booked through agoda they offered me discount...but after all proecedure done..I checked in and our..refund discount amount disappeared...they cheated,1,0,2026-08-12 00:59:06,14.27.0
e28f4f42-9e5c-4aa7-b872-bf4c064f4ef7,TODDLERS ACTIVITIES,cheaper than anywhere else i bet,5,0,2026-08-11 23:47:54,14.28.0
0b35bf4a-59f3-4503-9068-bbfe2fa8c279,Yolanda Hernandez,wouldn't recommend it.. false advertisement. says free cancellation and they still won't help get ur refun back. costumer service is slow,1,0,2026-08-11 23:28:27,14.28.0
d6f41657-c749-4465-abd6-bddbdbce7ba6,Indhlal Amrith,"Before making any transaction, keep this in mind, Agoda has no hotline number. You are basically left with FAQs, which are a bit more intuitive than the usual FAQs, but that’s about it. Also, their stated refund timeline is 30 to 45 days. So, if you cancel something, your money could be stuck for a month or even longer. Honestly, it’s quite risky to go with Agoda, especially when a significant amount of money is involved.",1,1,2026-08-11 20:44:22,14.28.0
d518872f-706d-42b9-9a54-bb86fcb101f5,Aruvindran Silvaraj,Rude Customer Service. I sent a message enquiring about a voucher but received a bad response which seemed so sarcastic. Please read the reviews before using their service. I wonder how they got 4.7 star rating despite having so many bad reviews,1,0,2026-08-11 20:10:30,14.26.0
286cdc64-7ff3-429f-942c-905b31db2fb9,Sun Shine,untrustworthy. against consumer. what you see is not what you get. photos are old. location is out. check addresses and book directly.,1,0,2026-08-11 19:39:36,
f8a3c408-65a1-45da-8125-c9b9bf80e880,Josh,Booking confirmed via email but does not appear on website or app. what's the point of having the app if your booking does not show up? contacting helpline is impossible with all the AI slop. no support whatsoever,1,0,2026-08-11 17:27:57,14.27.0
2b0cfa77-d418-459c-9546-cdf5c900bc02,Brendan Nugent O'Hare,The app frequently displays prices that are canceled or changed during booking. The support can provide very little assistance and often simply restates policy. It is disappointing as they often have the best deals,1,0,2026-08-11 16:53:17,14.28.0
975e953e-dd84-47f4-b908-d8af87603fd0,Renate Kristjansone,"Application that lie. I activated all the coupons, including the first-time customer ones, selected a hotel at the specified discounted price, and as soon as I wanted to complete the reservation by entering my phone number, a message appeared saying that this hotel room is no longer available. I found another offer, but the exact same message appeared. In the end, out of five special offer options, I failed to book a single one. I have deleted the app and will no longer use it.",1,0,2026-08-11 15:49:31,
902ac0ab-5071-4184-82b3-cfabaa6f8f31,Margaretha Octavia,"Pernah pesan kamar disini, ternyata ga ke update info kamar dari aplikasi dengan pihak hotel. Hotel sebenarnya sudah penuh tapi di Agoda masih ada. Eh di cancel gitu aja, dan jahatnya uangnya ga kembali. Curiga aplikasi korupsi.",1,0,2026-08-11 15:12:15,
7de22a9b-c3d1-4a09-9650-af9f1c6722f4,Aivin Lin,"User friendly, fast transaction and reliable accommodation",5,0,2026-08-11 13:56:50,14.28.0
79614d4d-7f57-409a-8ae0-e1bca279d7ee,shefi c,poor customer service.,1,0,2026-08-11 10:17:26,
4dfd8136-e031-4896-b136-83cf81e9cc1e,Aadhithyanc.a Aadhithyan,costumer care services is so bad,1,0,2026-08-11 08:35:35,14.28.0
1cedee71-e5b5-4fc1-b645-8d14f2eb17b3,Sakura Utaka2117,My family favourite apartment ever.,5,0,2026-08-11 06:44:27,14.28.0
340fc722-c4c4-4576-a872-3e985c83c10f,Dawni S.,Got a great deal on a hotel. Looking forward to seeing what other deals they will have in the future.,4,0,2026-08-11 06:43:18,
17d580ea-9e50-467a-b25d-b1c5c4d12192,vasa vijaya saradhi,"We booked and paid for a room in advance through this app. After reaching the location, the hotel said there were no rooms available. Customer care did not respond, and the hotel refused to help. We went to another hotel, but they said the booking had no connection with FabHotels and they had not received any booking ID. We lost both time and money due to this fake booking. Worst experience and very unreliable app. Please refund my full amount.",1,0,2026-08-11 00:34:00,
fd975b94-f237-44d2-94f6-b6bc5e2105c9,Gaurav Kapoor,"Biggest reason for this 1 star is their extremely stupid & shocking star ratings of hotels. Hotels with lower star ratings in real world are shown with higher ratings on Agoda. Several 3/4 star hotels are marked as 4/5 star on Agoda. Some really wierd system they have of assigning much higher star ratings to some hotels which are actually way below than as shown on Agoda. They need to correct this & use methodologies employed by Tripadvisor, MakeMyTrip etc to grade hotels.",1,3,2026-08-10 16:33:44,14.28.0
b66c3021-afcb-4e55-9e19-9e60053c9b62,Andika Ang,saatnya pindah ke aplikasi lain. customer servicenya sangat buruk. kamar hotel yang saya pesan tidak sesuai foto dan agoda tidak membantu untuk refund.,1,1,2026-08-10 16:11:39,14.28.0
662ad31d-de33-4149-84a4-953180f8451b,sabira,one host doesn't describe about the sharing space with another guest in the description explicitly and agoda deny free cancelation.,1,0,2026-08-10 16:04:58,
3bda4477-8e38-48e9-bbed-0718927661cd,Paul James,Best For Asia,5,0,2026-08-10 15:28:57,14.27.0
1b901c9f-13ee-47f5-af7f-62a76937a6e1,Dana Dandy,The app keeps crashing every time I try to open the map view.,1,0,2026-08-10 14:48:03,14.28.0
31cd934c-2ab4-434e-b4b8-8b69aa145d32,Ridhm Rana,"customer service is pathetic. i booked an hotel with them, the property was empty , no reception, no staff , not even a reception desk. i complained and no one responded, i messaged the property, they also didn't respond me. After 1 hour i receive a message from the agent assigned to me that the property is open . This all happened around 2 am, i had already left the property, now i am not getting a refund for it. i even made a video for proof which i am going to be posting on their mail",1,0,2026-08-10 12:13:50,
f545ff8a-e84c-4c49-b435-89719313503f,Diwa Baswara,Agoda has unilaterally approved the Joglo Dhepis Borobudur Magelang request to cancel my reservation without any prior notice or my consent. google should add 0 star for worst rating,1,0,2026-08-10 10:58:32,14.27.0
5dba0ff6-7284-477c-9a19-04d253852f66,Rahul Shinde,Terrible experience with Agoda.My booking amount was deducted for fraudulent booking ..i felt completely misled.I strongly recommend being very careful before booking through Agoda.,1,0,2026-08-10 10:04:10,14.28.0
8bc9e062-491a-4804-a9a2-b3c2c1d97686,Amit Kumar Tailor,"plz don't use this. this app has fake listings, when you paid for the ac room, you will receive non ac, & service from agoda is very poor. not recommended",1,0,2026-08-10 08:07:04,14.26.0
c5b2d40f-e19a-47e9-8ee0-eafe7451c14a,Jacquenne Nicholos,"Apps easy to use, have no problem with reservation so far, trusted",5,0,2026-08-10 07:32:38,14.27.0
f6f314d5-36a2-427a-9c1c-b81e60b0983c,Christine Kwok,TOLONG YA TANGGUNG JAWAB DARI AGODA INI GIMANA ? MASA ADA SCAM DI APK AGODA?????? APART SUDIRMAN ADA DI APK AGODA TETAPI PAS SAMPAI PIHAK APART SUDIRMAN BILANG TIDAK ADA KERJA SAMA DENGAN APK AGODA????? JADI INI GIAMAN YA,2,0,2026-08-10 05:33:00,
059a63d8-ae24-4c65-a234-2a0ca04c59a2,khaled ksa,"Agoda used to be reliable, but now it’s a trap. They deliberately list hotels with deceptively similar names to the one you actually searched for, tricking you into booking the wrong property. Once you realize their bait-and-switch scam, you’re thrown into an endless maze of excuses, robotic customer service, and zero refunds. They also hit you with hidden fees that magically appear after checkout, and their ""customer support"" is trained to do one thing only: refuse to help. This isn’t bad servi",1,0,2026-08-09 21:41:51,14.26.0
20399915-54b1-4b2e-a005-45d3f509432a,Pratap Rajoriya,"Worst experience with Agoda. The customer service chat frequently hangs, making it difficult to get support. The booking experience was equally disappointing. The room and amenities shown on the app were completely different from what we received. The room didn’t match the pictures, and several promised services were unavailable. Overall, a very disappointing and misleading experience.",1,0,2026-08-09 21:36:28,
b15631a8-0814-4f4a-8b7c-3a5282dc6175,suma gowda,it's not possible it's fake app scammer,1,0,2026-08-09 19:56:52,14.27.0
3dd4c997-3478-4940-802a-f33edf49ae6a,Debasish Kakati,"worst application, ive booked two rooms i had to cancel cause of some time issue. it showed the refund was paid back but its been almost a day i haven't received my refund, and their customer service is so chill they kept repeating one sentence it will reflect on ur bank account in 30 days or so. i mean i clarified, how much important that amount was but they are still helpless. its pathetic. give me my money back!",1,1,2026-08-09 19:21:47,14.27.0
9cb2d9dd-8ef1-49a7-b2e5-b1e48862243b,Nabil Nacharruddin,please give me my refund .... this app is dangerous because it's confuse me ...not user friendly... just hot scam by this app for rm 70,1,0,2026-08-09 18:51:07,14.27.0
ae62dcce-e13b-4076-a662-5c5b424626a1,jamu jago,sudah booking di aplikasi. nyampe penginapan ternyata gak terdaftar. mana susah lagi CS nya,1,0,2026-08-09 17:03:43,
25675ff2-3784-4436-ab24-1e2ffaed4162,Mateus Bernath,need to clarify 2nd times with properties,4,0,2026-08-09 16:04:02,14.27.0
41247c5b-2ffd-4adc-9aeb-c87f3bd62e37,anish sekhar,very bad experience no one responded. I booked AC but hotel not providing i complaint agoda customer care but no one responded. very bad,1,0,2026-08-09 15:13:55,14.27.0
